epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,149.367,1.22717,2.69415,0.93687,0.90506,0.13333,0.31272,0.21674,1.06164,3.50617,0.91595,0.000238951,0.000238951,0.000238951
19,157.367,1.63644,5.6353,1.06482,1,0.06561,0.45408,0.33914,0.95541,3.30517,0.88029,0.000250728,0.000250728,0.000250728
20,165.256,1.40371,3.06662,1.00877,1,0.06402,0.48252,0.36739,0.88424,3.14401,0.86406,0.000262301,0.000262301,0.000262301
21,174.412,0.92621,3.24862,0.90849,1,0.06402,0.48252,0.36739,0.88424,3.14401,0.86406,0.000273672,0.000273672,0.000273672
22,182.573,0.95727,2.63509,0.91375,1,0.07742,0.53212,0.4078,0.85131,3.00376,0.86436,0.000284839,0.000284839,0.000284839
23,190.662,1.16439,2.31586,0.92164,0.92256,0.29239,0.52976,0.41549,0.81179,2.94426,0.86969,0.000295804,0.000295804,0.000295804
24,198.792,0.85079,2.80727,0.93593,0.92256,0.29239,0.52976,0.41549,0.81179,2.94426,0.86969,0.000306565,0.000306565,0.000306565
25,206.975,1.03504,2.19122,0.93164,0.91428,0.29381,0.55342,0.44539,0.83407,2.88539,0.87213,0.000317123,0.000317123,0.000317123
26,214.984,1.11896,2.84017,0.97616,0.8871,0.33333,0.53369,0.43266,0.84341,2.80427,0.87475,0.000327479,0.000327479,0.000327479
27,223.098,1.04286,2.17137,0.97746,0.8871,0.33333,0.53369,0.43266,0.84341,2.80427,0.87475,0.000337631,0.000337631,0.000337631
28,231.144,0.95459,2.29078,0.88517,0.87259,0.4,0.53996,0.45326,0.82519,2.76834,0.87883,0.00034758,0.00034758,0.00034758
29,239.496,0.94112,1.69719,0.84432,0.92639,0.39197,0.56638,0.47566,0.86329,2.8237,0.89451,0.000357327,0.000357327,0.000357327
30,247.551,1.27439,2.50936,1.04852,0.92639,0.39197,0.56638,0.47566,0.86329,2.8237,0.89451,0.00036687,0.00036687,0.00036687
31,255.881,1.19652,1.95479,0.93132,0.92793,0.11982,0.558,0.45566,0.86044,2.84896,0.90369,0.00037621,0.00037621,0.00037621
32,264.066,1.31951,2.13145,0.94077,0.92793,0.11982,0.558,0.45566,0.86044,2.84896,0.90369,0.000385347,0.000385347,0.000385347
33,272.437,0.91565,2.27413,0.81719,0.85603,0.25226,0.7005,0.56225,0.87952,2.88892,0.92299,0.000394282,0.000394282,0.000394282
34,280.938,0.94809,2.97176,1.00818,0.85603,0.25226,0.7005,0.56225,0.87952,2.88892,0.92299,0.000403013,0.000403013,0.000403013
35,289.099,1.03424,2.09391,0.91847,0.85814,0.50118,0.71708,0.61123,0.85194,2.81034,0.93289,0.000411541,0.000411541,0.000411541
36,297.071,1.04532,2.11249,0.87225,0.85814,0.50118,0.71708,0.61123,0.85194,2.81034,0.93289,0.000419866,0.000419866,0.000419866
37,305.453,1.27276,2.05306,0.94674,0.88267,0.21863,0.72853,0.61591,0.86004,2.73222,0.95106,0.000427988,0.000427988,0.000427988
38,313.687,1.17885,1.64279,0.90644,0.88267,0.21863,0.72853,0.61591,0.86004,2.73222,0.95106,0.000435908,0.000435908,0.000435908
39,321.87,1.14783,1.90392,0.94071,0.91263,0.36667,0.77232,0.64375,0.838,2.58767,0.95395,0.000443624,0.000443624,0.000443624
40,329.865,0.91784,2.47408,0.90251,0.91263,0.36667,0.77232,0.64375,0.838,2.58767,0.95395,0.000451137,0.000451137,0.000451137
41,337.813,1.00645,1.61547,0.94073,0.91263,0.36667,0.77232,0.64375,0.838,2.58767,0.95395,0.000458447,0.000458447,0.000458447
42,345.93,0.95471,1.30017,0.90886,0.87531,0.6,0.86412,0.7182,0.78885,2.31539,0.949,0.000465554,0.000465554,0.000465554
43,354.032,1.27124,1.71177,0.93541,0.87531,0.6,0.86412,0.7182,0.78885,2.31539,0.949,0.000472458,0.000472458,0.000472458
44,362.452,0.8072,1.27699,0.8906,0.89757,0.6,0.87874,0.69175,0.82438,2.09558,0.95519,0.000479159,0.000479159,0.000479159
45,370.597,1.12001,1.35256,1.00073,0.89757,0.6,0.87874,0.69175,0.82438,2.09558,0.95519,0.000485657,0.000485657,0.000485657
46,378.625,1.04804,1.57727,0.9399,0.89757,0.6,0.87874,0.69175,0.82438,2.09558,0.95519,0.000491952,0.000491952,0.000491952
47,386.655,0.99923,1.51121,1.089,0.86609,0.86667,0.9113,0.74262,0.81789,1.92609,0.95456,0.000498044,0.000498044,0.000498044
48,394.854,1.12328,1.45062,0.88495,0.86609,0.86667,0.9113,0.74262,0.81789,1.92609,0.95456,0.000503933,0.000503933,0.000503933
49,402.958,0.80263,1.15338,0.90736,0.85856,0.86966,0.95743,0.78947,0.83523,1.789,0.95823,0.000509619,0.000509619,0.000509619
50,411.097,1.63332,1.97147,1.01235,0.85856,0.86966,0.95743,0.78947,0.83523,1.789,0.95823,0.000515102,0.000515102,0.000515102
51,419.177,0.91733,1.46303,0.90479,0.85856,0.86966,0.95743,0.78947,0.83523,1.789,0.95823,0.00051523,0.00051523,0.00051523
52,427.442,0.96855,1.41488,0.91376,0.77163,0.86824,0.987,0.82029,0.80292,1.64366,0.94911,0.000510155,0.000510155,0.000510155
53,435.637,0.86727,1.55791,0.98707,0.77163,0.86824,0.987,0.82029,0.80292,1.64366,0.94911,0.000505079,0.000505079,0.000505079
54,444.232,0.77062,1.25555,0.94824,0.78555,0.88865,0.97867,0.82644,0.8488,1.54781,0.95535,0.000500004,0.000500004,0.000500004
55,452.3,0.89643,1.51045,0.88518,0.78555,0.88865,0.97867,0.82644,0.8488,1.54781,0.95535,0.000494928,0.000494928,0.000494928
56,460.445,1.05277,1.13185,0.93087,0.78555,0.88865,0.97867,0.82644,0.8488,1.54781,0.95535,0.000489853,0.000489853,0.000489853
57,468.656,0.86186,0.97044,0.91802,0.73786,0.77287,0.97867,0.82156,0.81182,1.39597,0.95226,0.000484778,0.000484778,0.000484778
58,476.687,0.91382,1.21935,0.89516,0.73786,0.77287,0.97867,0.82156,0.81182,1.39597,0.95226,0.000479702,0.000479702,0.000479702
59,484.78,0.86875,1.2832,0.94537,0.8364,0.71564,0.99043,0.83248,0.76307,1.33102,0.94412,0.000474627,0.000474627,0.000474627
60,492.877,0.79842,1.2373,0.85823,0.8364,0.71564,0.99043,0.83248,0.76307,1.33102,0.94412,0.000469551,0.000469551,0.000469551
61,502.547,1.07313,1.88981,0.92137,0.8364,0.71564,0.99043,0.83248,0.76307,1.33102,0.94412,0.000464476,0.000464476,0.000464476
62,511.345,1.24361,2.41212,0.93101,0.7784,0.79031,0.99043,0.80066,0.7893,1.26859,0.95724,0.000459401,0.000459401,0.000459401
63,521.557,0.89434,1.00354,0.91426,0.7784,0.79031,0.99043,0.80066,0.7893,1.26859,0.95724,0.000454325,0.000454325,0.000454325
64,531.901,0.7676,1.46128,0.93487,0.71885,0.93333,0.96403,0.77315,0.8435,1.31097,0.97593,0.00044925,0.00044925,0.00044925
65,540.429,0.80872,3.77202,0.92928,0.71885,0.93333,0.96403,0.77315,0.8435,1.31097,0.97593,0.000444174,0.000444174,0.000444174
66,548.367,0.70119,1.31556,0.95863,0.71885,0.93333,0.96403,0.77315,0.8435,1.31097,0.97593,0.000439099,0.000439099,0.000439099
67,556.497,0.82528,1.30678,0.90377,0.63969,0.84931,0.92443,0.72064,0.86829,1.34546,0.98133,0.000434024,0.000434024,0.000434024
68,564.532,0.94322,1.22096,0.89143,0.63969,0.84931,0.92443,0.72064,0.86829,1.34546,0.98133,0.000428948,0.000428948,0.000428948
69,572.343,1.09668,1.27396,0.92526,0.66877,0.83333,0.91833,0.69661,0.96171,1.35648,0.99887,0.000423873,0.000423873,0.000423873
70,580.238,1.19767,5.17752,1.14189,0.66877,0.83333,0.91833,0.69661,0.96171,1.35648,0.99887,0.000418797,0.000418797,0.000418797
71,588.066,1.01183,1.16317,1.01385,0.66877,0.83333,0.91833,0.69661,0.96171,1.35648,0.99887,0.000413722,0.000413722,0.000413722
72,595.923,0.93295,1.21727,0.88946,0.93974,0.61103,0.8964,0.70194,0.99851,1.39288,1.0075,0.000408647,0.000408647,0.000408647
73,604.115,0.75079,1.12568,0.87558,0.93974,0.61103,0.8964,0.70194,0.99851,1.39288,1.0075,0.000403571,0.000403571,0.000403571
74,612.301,0.91234,1.6085,0.93016,0.76383,0.69627,0.9558,0.75325,0.92419,1.35592,0.97666,0.000398496,0.000398496,0.000398496
75,621.202,0.90774,1.31733,0.89363,0.76383,0.69627,0.9558,0.75325,0.92419,1.35592,0.97666,0.00039342,0.00039342,0.00039342
76,628.949,0.71512,1.46452,0.96037,0.76383,0.69627,0.9558,0.75325,0.92419,1.35592,0.97666,0.000388345,0.000388345,0.000388345
77,636.872,0.87917,0.98346,0.94177,0.7685,0.7773,0.98433,0.81865,0.79863,1.2668,0.94031,0.00038327,0.00038327,0.00038327
78,644.631,0.99517,1.22027,0.90277,0.7685,0.7773,0.98433,0.81865,0.79863,1.2668,0.94031,0.000378194,0.000378194,0.000378194
79,652.432,0.70777,1.1666,0.87409,0.69681,1,0.987,0.85562,0.70879,1.18071,0.92169,0.000373119,0.000373119,0.000373119
80,662.82,0.84628,0.94099,0.8851,0.69681,1,0.987,0.85562,0.70879,1.18071,0.92169,0.000368043,0.000368043,0.000368043
81,674.457,0.81585,1.03929,0.90412,0.69681,1,0.987,0.85562,0.70879,1.18071,0.92169,0.000362968,0.000362968,0.000362968
82,687.961,0.71877,1.03607,0.87875,0.74228,0.96617,0.98557,0.87401,0.69108,1.17834,0.91682,0.000357893,0.000357893,0.000357893
83,698.422,0.65731,1.14718,0.93181,0.74228,0.96617,0.98557,0.87401,0.69108,1.17834,0.91682,0.000352817,0.000352817,0.000352817
84,707.45,1.00872,1.2167,1.1194,0.7476,0.92819,0.98557,0.89082,0.70814,1.1691,0.91818,0.000347742,0.000347742,0.000347742
85,716.248,1.07852,1.18265,1.0178,0.7476,0.92819,0.98557,0.89082,0.70814,1.1691,0.91818,0.000342666,0.000342666,0.000342666
86,725.347,0.80013,1.06045,0.91311,0.7476,0.92819,0.98557,0.89082,0.70814,1.1691,0.91818,0.000337591,0.000337591,0.000337591
87,735.334,0.94542,1.29352,0.99347,0.83703,0.86228,0.995,0.88064,0.69966,1.13822,0.91428,0.000332516,0.000332516,0.000332516
88,743.502,0.85985,1.05246,0.91104,0.83703,0.86228,0.995,0.88064,0.69966,1.13822,0.91428,0.00032744,0.00032744,0.00032744
89,751.514,0.70309,2.88654,0.82602,0.80834,0.90226,0.995,0.85764,0.68299,1.11008,0.91119,0.000322365,0.000322365,0.000322365
90,759.207,0.73557,1.45697,0.88456,0.80834,0.90226,0.995,0.85764,0.68299,1.11008,0.91119,0.000317289,0.000317289,0.000317289
91,767.36,0.78283,0.92415,0.82416,0.80834,0.90226,0.995,0.85764,0.68299,1.11008,0.91119,0.000312214,0.000312214,0.000312214
92,775.022,0.84498,1.04205,0.92336,0.83533,0.89479,0.995,0.85127,0.69619,1.07399,0.91497,0.000307139,0.000307139,0.000307139
93,782.742,0.7669,0.86323,0.892,0.83533,0.89479,0.995,0.85127,0.69619,1.07399,0.91497,0.000302063,0.000302063,0.000302063
94,790.506,0.75118,1.09095,0.87183,0.78608,0.97235,0.99043,0.8475,0.71233,1.02005,0.91779,0.000296988,0.000296988,0.000296988
95,798.259,0.77112,1.11279,0.91704,0.78608,0.97235,0.99043,0.8475,0.71233,1.02005,0.91779,0.000291912,0.000291912,0.000291912
96,806.5,0.84472,1.22596,0.87966,0.78608,0.97235,0.99043,0.8475,0.71233,1.02005,0.91779,0.000286837,0.000286837,0.000286837
97,814.343,1.01112,1.22787,0.9011,0.77249,1,0.99043,0.8431,0.71456,0.965,0.92166,0.000281762,0.000281762,0.000281762
98,822.082,0.78919,0.96588,0.85938,0.77249,1,0.99043,0.8431,0.71456,0.965,0.92166,0.000276686,0.000276686,0.000276686
99,830.695,0.66507,0.90354,0.90667,0.70937,1,0.99043,0.84853,0.70839,0.92929,0.92008,0.000271611,0.000271611,0.000271611
100,839.276,0.89197,1.06284,0.86946,0.70937,1,0.99043,0.84853,0.70839,0.92929,0.92008,0.000266535,0.000266535,0.000266535
101,847.068,0.78756,0.85784,0.93291,0.70937,1,0.99043,0.84853,0.70839,0.92929,0.92008,0.00026146,0.00026146,0.00026146
102,855.206,0.75738,2.32193,0.97921,0.71962,1,0.99043,0.83407,0.7067,0.91346,0.91695,0.000256385,0.000256385,0.000256385
103,863.037,1.06898,1.22163,0.89991,0.71962,1,0.99043,0.83407,0.7067,0.91346,0.91695,0.000251309,0.000251309,0.000251309
104,870.953,0.64353,1.12757,0.92278,0.71442,1,0.99043,0.84376,0.71122,0.87763,0.91543,0.000246234,0.000246234,0.000246234
105,878.686,0.65956,0.94487,0.89073,0.71442,1,0.99043,0.84376,0.71122,0.87763,0.91543,0.000241158,0.000241158,0.000241158
106,886.927,0.83838,1.576,0.87002,0.71442,1,0.99043,0.84376,0.71122,0.87763,0.91543,0.000236083,0.000236083,0.000236083
107,894.705,0.65726,0.81984,0.91035,0.69737,1,0.99043,0.84413,0.69969,0.85646,0.91192,0.000231008,0.000231008,0.000231008
108,903.21,1.11736,1.31191,0.90701,0.69737,1,0.99043,0.84413,0.69969,0.85646,0.91192,0.000225932,0.000225932,0.000225932
109,911.421,0.75196,0.9158,0.90389,0.71566,1,0.99043,0.84499,0.68765,0.83116,0.90877,0.000220857,0.000220857,0.000220857
110,919.934,0.75238,0.83293,0.88404,0.71566,1,0.99043,0.84499,0.68765,0.83116,0.90877,0.000215781,0.000215781,0.000215781
111,931.308,0.90649,0.96286,0.95602,0.71566,1,0.99043,0.84499,0.68765,0.83116,0.90877,0.000210706,0.000210706,0.000210706
112,939.681,0.70323,1.03957,0.91353,0.7341,1,0.99043,0.85279,0.69284,0.82743,0.90867,0.000205631,0.000205631,0.000205631
113,947.749,0.82852,0.87729,0.8464,0.7341,1,0.99043,0.85279,0.69284,0.82743,0.90867,0.000200555,0.000200555,0.000200555
114,955.489,1.07597,1.21591,0.91222,0.74441,1,0.99043,0.88536,0.68379,0.82817,0.90677,0.00019548,0.00019548,0.00019548
115,963.66,1.14343,1.47781,1.18001,0.74441,1,0.99043,0.88536,0.68379,0.82817,0.90677,0.000190404,0.000190404,0.000190404
116,971.778,0.87895,1.12864,0.86488,0.74441,1,0.99043,0.88536,0.68379,0.82817,0.90677,0.000185329,0.000185329,0.000185329
117,980.769,0.61032,1.5105,0.78299,0.7425,1,0.995,0.88856,0.65209,0.81468,0.90046,0.000180254,0.000180254,0.000180254
118,988.211,0.9389,1.01639,0.99353,0.7425,1,0.995,0.88856,0.65209,0.81468,0.90046,0.000175178,0.000175178,0.000175178
119,995.852,0.8277,0.92168,0.96453,0.7273,1,0.995,0.88856,0.62351,0.80438,0.89705,0.000170103,0.000170103,0.000170103
120,1003.86,0.90497,0.94079,0.88734,0.7273,1,0.995,0.88856,0.62351,0.80438,0.89705,0.000165027,0.000165027,0.000165027
121,1012.13,1.07625,1.16476,0.87285,0.7273,1,0.995,0.88856,0.62351,0.80438,0.89705,0.000159952,0.000159952,0.000159952
122,1020.27,0.80804,0.8536,0.87878,0.72892,1,0.995,0.89094,0.61474,0.79698,0.89648,0.000154877,0.000154877,0.000154877
123,1029.02,0.64328,1.19193,0.87059,0.72892,1,0.995,0.89094,0.61474,0.79698,0.89648,0.000149801,0.000149801,0.000149801
124,1037.49,0.65741,0.99685,0.91945,0.7039,1,0.995,0.88212,0.62356,0.8059,0.89709,0.000144726,0.000144726,0.000144726
125,1046.52,0.61507,0.98225,0.87269,0.7039,1,0.995,0.88212,0.62356,0.8059,0.89709,0.00013965,0.00013965,0.00013965
126,1054.59,0.80107,1.09657,0.95308,0.7039,1,0.995,0.88212,0.62356,0.8059,0.89709,0.000134575,0.000134575,0.000134575
127,1063.22,0.84336,1.20272,0.89414,0.68418,1,0.995,0.87813,0.63776,0.82407,0.8987,0.0001295,0.0001295,0.0001295
128,1071.32,0.5792,2.37429,0.81201,0.68418,1,0.995,0.87813,0.63776,0.82407,0.8987,0.000124424,0.000124424,0.000124424
129,1080.23,0.73156,0.96044,0.8758,0.67584,1,0.995,0.87275,0.6479,0.835,0.90034,0.000119349,0.000119349,0.000119349
130,1088.5,0.76247,1.24989,0.88786,0.67584,1,0.995,0.87275,0.6479,0.835,0.90034,0.000114273,0.000114273,0.000114273
131,1096.61,0.86523,1.00372,0.8741,0.67584,1,0.995,0.87275,0.6479,0.835,0.90034,0.000109198,0.000109198,0.000109198
132,1104.67,0.98529,0.96352,0.87219,0.66223,1,0.995,0.87448,0.65569,0.84183,0.90353,0.000104123,0.000104123,0.000104123
133,1112.84,0.75251,0.82602,0.86596,0.66223,1,0.995,0.87448,0.65569,0.84183,0.90353,9.90472e-05,9.90472e-05,9.90472e-05
134,1120.86,0.61438,0.90399,0.89953,0.67395,1,0.995,0.86785,0.64498,0.81832,0.90315,9.39718e-05,9.39718e-05,9.39718e-05
135,1129.26,0.87136,0.90442,0.87269,0.67395,1,0.995,0.86785,0.64498,0.81832,0.90315,8.88964e-05,8.88964e-05,8.88964e-05
136,1137.63,0.79094,0.96328,0.85789,0.67395,1,0.995,0.86785,0.64498,0.81832,0.90315,8.3821e-05,8.3821e-05,8.3821e-05
137,1146.24,0.83218,0.94138,0.86122,0.67461,1,0.995,0.86783,0.63389,0.80794,0.90312,7.87456e-05,7.87456e-05,7.87456e-05
138,1154.55,0.87648,1.10034,0.93845,0.67461,1,0.995,0.86783,0.63389,0.80794,0.90312,7.36702e-05,7.36702e-05,7.36702e-05
139,1163.07,0.58779,0.78318,0.87625,0.66927,1,0.995,0.86782,0.63277,0.78968,0.90386,6.85948e-05,6.85948e-05,6.85948e-05
140,1171.87,0.66645,0.93391,0.887,0.66927,1,0.995,0.86782,0.63277,0.78968,0.90386,6.35194e-05,6.35194e-05,6.35194e-05
141,1181.21,0.85425,1.19967,0.91597,0.66927,1,0.995,0.86782,0.63277,0.78968,0.90386,5.8444e-05,5.8444e-05,5.8444e-05
142,1195.04,0.6485,0.78501,0.91688,0.67118,1,0.995,0.86726,0.63195,0.77151,0.90382,5.33686e-05,5.33686e-05,5.33686e-05
143,1205.39,0.8363,1.30923,0.84999,0.67118,1,0.995,0.86726,0.63195,0.77151,0.90382,4.82932e-05,4.82932e-05,4.82932e-05
144,1214.35,0.63941,0.79239,0.90785,0.669,1,0.995,0.87137,0.6344,0.75725,0.90431,4.32178e-05,4.32178e-05,4.32178e-05
145,1222.36,0.54759,0.92032,0.83062,0.669,1,0.995,0.87137,0.6344,0.75725,0.90431,3.81424e-05,3.81424e-05,3.81424e-05
146,1230.17,0.66615,0.76166,0.90751,0.669,1,0.995,0.87137,0.6344,0.75725,0.90431,3.3067e-05,3.3067e-05,3.3067e-05
147,1237.95,0.90782,1.18186,0.86864,0.66324,1,0.995,0.86803,0.63971,0.74889,0.90617,2.79916e-05,2.79916e-05,2.79916e-05
148,1246.22,0.55769,0.95538,0.91799,0.66324,1,0.995,0.86803,0.63971,0.74889,0.90617,2.29162e-05,2.29162e-05,2.29162e-05
149,1254.27,0.64681,0.83967,0.86345,0.65649,1,0.995,0.87029,0.64951,0.74825,0.9091,1.78408e-05,1.78408e-05,1.78408e-05
150,1262.35,0.8759,1.20326,0.87476,0.65649,1,0.995,0.87029,0.64951,0.74825,0.9091,1.27654e-05,1.27654e-05,1.27654e-05
